% Magic Creature Cards
% UNH/UNG/pHHO Removed
% Source: AllCards-x.json @ mtgjson.com
% 
% Machine Learning Project - Sam Cumings / David Burks
% Set Downloaded 15.10.25

@RELATION CMC

@ATTRIBUTE Id NUMERIC
@ATTRIBUTE cmc NUMERIC
@ATTRIBUTE power NUMERIC
@ATTRIBUTE toughness NUMERIC
@ATTRIBUTE isRed NUMERIC
@ATTRIBUTE isBlue NUMERIC
@ATTRIBUTE isGreen NUMERIC
@ATTRIBUTE isBlack NUMERIC
@ATTRIBUTE isWhite NUMERIC
@ATTRIBUTE isColorless NUMERIC
@ATTRIBUTE isVanilla NUMERIC
@ATTRIBUTE isFlying NUMERIC
@ATTRIBUTE isTrample NUMERIC
@ATTRIBUTE isMorph NUMERIC
@ATTRIBUTE isHaste NUMERIC
@ATTRIBUTE isStrike NUMERIC
@DATA
2035,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2036,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0
2037,6,5,5,0,0,0,0,1,0,0,1,0,0,0,0
2038,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2039,7,7,6,1,0,1,0,0,0,1,0,0,0,0,0
2040,3,3,2,0,1,0,0,0,0,0,0,0,0,0,1
2041,5,5,3,0,0,0,1,0,0,0,0,0,1,0,0
2042,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0
2043,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2044,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2045,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0
2046,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2047,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0
2048,6,5,5,0,0,0,1,1,0,0,1,0,0,0,0
2050,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
2051,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0
2052,4,4,5,0,0,0,0,1,0,0,0,0,0,0,0
2053,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1
2055,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0
2056,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2057,6,5,5,0,1,0,0,0,0,0,0,0,0,0,0
2058,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2059,6,3,4,1,0,0,0,0,0,0,0,0,0,0,0
2060,4,2,3,0,0,0,0,1,0,0,1,0,0,0,0
2061,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
2062,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2063,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0
2064,3,5,5,0,0,0,1,0,0,0,0,1,0,0,0
2065,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0
2066,5,4,5,0,0,1,0,0,0,0,0,0,0,0,0
2067,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0
2068,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2069,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2070,5,3,3,0,1,0,0,0,0,0,0,0,1,0,0
2071,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0
2072,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2073,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2074,5,4,3,0,0,0,1,0,0,0,0,0,0,0,0
2075,5,5,4,0,0,0,1,0,0,0,1,0,0,0,0
2076,4,3,4,0,0,0,0,1,0,0,1,0,0,0,0
2077,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2078,3,3,2,0,0,0,1,0,0,0,0,0,0,0,0
2079,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0
2080,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2081,5,2,3,0,1,1,0,0,0,0,0,0,0,0,0
2082,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2083,7,7,7,0,0,1,0,0,0,0,0,0,0,0,0
2084,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2085,4,3,3,0,0,0,1,0,0,0,0,0,0,0,0
2086,3,2,3,0,0,0,1,1,0,0,0,0,0,0,0
2087,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0
2088,5,3,3,0,0,0,0,1,0,0,0,0,0,0,0
2089,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0
2090,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2091,5,7,7,1,1,1,1,1,0,0,0,0,0,0,0
2092,5,5,3,0,0,0,0,0,1,0,0,0,0,0,0
2093,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2094,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2095,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2096,5,4,2,0,0,0,1,0,0,0,0,0,0,0,0
2097,3,1,2,0,1,0,0,1,0,0,1,0,0,0,0
2098,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2099,5,4,3,0,0,1,0,0,0,0,0,0,0,0,0
2100,3,2,3,0,1,0,0,0,0,1,0,0,0,0,0
2101,2,5,6,0,0,0,0,0,1,0,0,0,0,0,0
2102,5,2,4,0,0,0,1,0,0,0,0,0,0,0,0
2103,2,7,7,0,0,0,1,0,0,0,0,1,0,0,0
2104,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0
2105,6,4,4,0,1,0,0,0,0,0,1,0,0,0,0
2106,6,6,6,1,0,0,0,0,0,0,0,0,0,0,1
2107,5,4,4,1,0,0,0,0,0,0,1,0,0,0,0
2108,3,5,5,0,1,0,0,0,0,0,0,0,0,0,0
2109,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0
2110,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2111,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2112,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0
2113,3,3,4,0,1,0,0,0,0,0,1,0,0,0,0
2114,4,2,4,0,0,1,0,0,0,0,0,0,0,0,0
2115,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2116,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2117,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0
2118,6,7,7,0,0,0,1,0,0,0,0,0,0,0,1
2119,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2120,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0
2121,7,4,4,0,0,0,0,1,0,0,1,0,0,0,0
2122,4,1,4,0,0,0,0,1,0,0,0,0,0,0,0
2123,6,6,6,0,0,0,1,0,0,0,0,0,0,0,0
2124,3,2,3,0,0,0,0,1,0,1,0,0,0,0,0
2125,3,1,1,0,0,0,0,1,0,0,1,0,0,0,1
2126,3,1,3,0,0,0,0,0,1,0,0,0,0,0,0
2127,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0
2128,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0
2129,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2130,5,4,3,0,0,0,1,0,0,0,0,0,0,0,0
2131,6,3,5,0,0,0,0,0,1,0,0,0,0,0,0
2132,5,3,2,1,0,0,0,0,0,0,0,0,0,0,1
2133,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0
2134,5,4,2,0,0,0,0,0,1,0,0,0,0,0,0
2135,6,5,5,1,0,0,0,0,0,0,1,0,0,0,0
2136,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2137,4,4,4,0,1,0,0,0,0,0,1,0,0,0,0
2138,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0
2139,7,5,7,0,0,1,0,0,0,0,0,0,0,0,0
2140,5,3,3,0,0,0,1,0,0,0,0,0,0,0,0
2141,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2142,5,8,8,0,1,0,0,0,0,0,1,0,0,0,0
2143,5,3,3,0,0,0,0,1,0,0,1,0,0,0,0
2144,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2145,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2146,3,3,2,1,0,0,0,0,0,0,0,0,0,0,1
2147,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0
2148,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0
2149,5,5,2,1,0,1,0,0,0,0,0,1,0,0,0
2150,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2151,3,3,2,0,0,1,0,0,0,1,0,0,0,0,0
2152,4,3,3,0,0,0,0,1,0,0,1,0,0,0,0
2153,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0
2154,5,4,4,1,0,1,1,0,0,0,0,0,0,0,0
2155,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2156,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0
2157,6,6,3,1,0,1,0,0,0,0,0,0,0,0,0
2158,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0
2159,5,3,4,0,1,1,0,0,0,0,0,0,0,0,0
2160,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2161,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2162,5,2,5,0,0,0,0,1,0,0,0,0,0,0,0
2163,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0
2164,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2165,5,5,4,0,0,0,1,0,0,0,0,0,0,0,0
2166,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0
2167,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0
2168,5,4,5,1,0,0,0,0,0,1,0,0,0,0,0
2169,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2170,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2171,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0
2172,2,2,3,0,0,0,0,1,0,1,0,0,0,0,0
2173,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2174,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0
2175,3,2,2,0,1,1,0,1,0,0,0,0,0,0,0
2176,3,4,4,0,1,0,0,0,0,0,1,0,0,0,0
2177,4,4,3,1,0,0,0,0,0,1,0,0,0,0,0
2178,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0
2179,7,4,5,0,0,0,1,0,0,0,1,0,0,0,0
2180,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0
2181,4,2,4,0,0,1,0,0,0,0,0,0,0,0,0
2182,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0
2183,3,2,3,0,0,1,0,0,0,0,0,0,0,0,0
2184,4,6,6,0,0,0,0,1,0,0,1,0,0,0,0
2185,6,4,4,0,0,0,0,0,1,0,1,0,0,0,0
2186,4,4,4,0,1,0,1,0,0,0,1,0,0,0,0
2187,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2188,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0
2189,6,3,3,0,0,0,0,1,0,0,1,0,0,0,0
2190,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0
2191,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2192,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0
2193,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2194,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2195,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2196,6,5,6,1,0,1,0,0,0,0,0,0,0,0,0
2197,5,4,7,0,1,0,1,0,0,0,0,0,0,0,0
2198,7,4,5,0,1,0,0,0,0,0,1,0,0,0,0
2199,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0
2200,7,6,4,1,0,1,0,0,0,0,1,0,0,0,1
2201,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2202,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0
2203,5,3,3,0,0,0,0,0,1,0,0,0,0,0,0
2204,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0
2205,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2206,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2207,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2208,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2209,4,3,3,0,0,1,0,0,0,0,0,1,0,0,0
2210,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2211,4,2,3,0,0,0,0,1,0,0,0,0,0,0,0
2212,7,6,6,1,0,0,0,0,0,1,0,0,0,0,0
2213,7,4,4,0,1,0,0,0,0,0,0,0,1,0,0
2214,5,4,3,1,0,0,0,0,0,0,0,0,0,1,0
2215,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0
2216,5,3,6,0,1,0,0,1,0,0,1,0,0,0,0
2217,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2218,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0
2219,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0
2220,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0
2221,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0
2222,5,3,6,0,0,0,1,0,0,0,0,0,0,0,0
2223,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0
2224,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2225,7,5,5,1,0,0,0,0,0,0,1,0,0,0,0
2226,4,4,3,0,0,0,0,0,1,0,0,0,0,0,0
2227,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0
2228,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0
2229,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1
2230,5,4,4,1,1,1,1,1,0,0,1,0,0,0,1
2231,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2232,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0
2233,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2234,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
2236,4,4,5,0,1,0,0,0,0,0,0,0,0,0,0
2237,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0
2238,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0
2239,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2240,6,3,4,1,0,0,0,0,0,0,1,0,0,0,0
2241,5,3,3,0,0,0,0,1,0,0,0,1,0,0,0
2242,6,5,5,1,0,0,0,1,0,0,0,0,0,0,0
2243,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2244,2,2.5,2.5,0,0,0,1,0,0,0,0,0,0,0,0
2245,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0
2246,7,4,4,0,0,0,0,0,1,0,1,0,0,0,0
2247,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2248,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2249,5,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0
2250,5,3,4,0,0,0,0,1,0,0,1,0,0,0,0
2251,5,3,1,0,0,0,1,0,0,0,0,0,0,0,0
2252,8,8,8,1,0,1,0,1,0,0,0,0,0,0,0
2253,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0
2254,3,3,3,1,1,0,0,1,0,0,1,0,0,0,0
2255,5,3,3,0,0,0,0,1,0,0,1,0,0,0,0
2256,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2257,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0
2258,4,5,7,0,0,0,1,0,0,0,0,0,0,0,0
2259,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0
2260,6,4,1,0,1,0,0,1,0,0,0,0,0,0,0
2261,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2262,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2263,4,2,3,0,0,0,1,0,0,0,0,0,0,0,0
2264,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0
2265,5,4,4,0,0,0,1,0,0,0,1,0,0,0,0
2266,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0
2267,5,6,5,0,0,0,1,0,0,0,0,0,0,0,0
2268,6,3,6,0,1,0,0,1,0,0,0,0,0,0,0
2269,5,4,4,0,0,0,1,0,0,0,0,0,0,0,0
2270,4,7,7,1,0,0,0,0,0,0,0,0,0,0,0
2271,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2272,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2273,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0
2274,5,3,3,0,1,0,1,0,0,0,0,0,0,0,0
2275,3,2,2,0,0,1,0,0,0,0,0,1,0,0,0
2276,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0
2277,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
2278,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0
2279,6,2,6,0,0,0,0,0,1,0,0,0,0,0,0
2280,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0
2281,4,2,2,1,0,0,0,0,0,0,0,0,0,1,0
2282,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0
2283,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2284,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0
2285,3,2,3,0,0,1,0,0,0,0,0,0,0,0,1
2286,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0
2287,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2288,4,3,3,1,1,1,0,1,0,0,0,0,0,0,0
2289,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0
2290,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0
2291,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2292,7,4,4,0,0,0,0,1,0,0,1,0,0,0,0
2293,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0
2294,7,4,4,0,0,0,0,1,0,0,0,0,0,0,1
2295,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0
2296,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2297,4,3,3,1,0,0,0,1,0,0,1,0,0,0,0
2298,6,6,6,0,0,1,0,0,0,0,0,0,0,0,0
2299,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2300,5,3,3,1,0,0,0,0,0,0,0,0,0,0,1
2301,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0
2302,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0
2303,7,4,4,0,0,0,1,0,0,0,0,0,0,0,0
2304,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2305,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2306,5,3,3,0,1,1,0,1,0,0,1,0,0,0,0
2307,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2308,6,4,4,0,0,0,0,1,0,0,1,0,0,0,0
2309,5,3,5,0,1,0,0,1,0,0,0,0,0,0,0
2310,4,2,4,0,1,0,0,0,0,0,0,0,0,0,0
2311,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0
2312,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0
2313,7,4,5,0,0,1,0,0,0,0,1,0,0,0,0
2314,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2315,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2316,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0
2317,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1
2318,6,3,3,0,0,0,1,0,0,0,0,0,0,0,0
2319,5,4,4,0,0,1,0,0,0,0,0,1,0,0,0
2320,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0
2321,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0
2322,5,3,3,0,0,0,0,1,0,0,0,0,0,0,0
2323,3,1,3,1,0,0,0,0,0,0,0,0,0,0,1
2324,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
2325,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2326,4,4,4,0,0,1,0,1,0,0,0,0,0,0,0
2327,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0
2328,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0
2329,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0
2330,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2331,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0
2333,4,2,3,0,1,0,0,0,0,0,1,0,0,0,0
2334,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2335,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2336,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2337,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0
2338,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0
2339,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2340,5,3,4,0,1,0,0,0,0,0,0,0,0,0,0
2341,7,8,8,0,0,1,0,0,0,0,0,1,0,0,0
2342,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2343,8,5,5,0,0,1,0,0,0,0,0,0,0,1,0
2344,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2345,4,3,3,1,0,0,0,1,0,0,1,0,0,0,0
2346,2,4,4,0,0,0,0,1,0,0,0,0,0,0,0
2347,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2348,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2349,3,2,3,0,0,0,0,1,0,1,0,0,0,0,0
2350,5,6,8,0,0,1,0,0,0,0,0,0,0,0,0
2351,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2352,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2353,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0
2354,3,2,2,0,0,1,0,1,0,0,0,0,0,0,1
2355,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0
2356,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0
2357,4,2,4,0,1,0,0,0,0,1,0,0,0,0,0
2358,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0
2359,5,4,4,1,0,0,0,0,0,0,0,1,0,0,0
2360,5,2,4,0,0,1,0,1,0,0,0,0,0,0,0
2361,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0
2362,5,3,3,0,0,0,0,1,0,0,1,0,0,0,0
2363,4,1,2,0,1,0,0,0,0,0,1,0,0,0,0
2364,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0
2365,8,7,6,0,0,1,0,0,0,0,0,0,0,0,0
2366,6,4,4,0,1,0,1,0,0,0,0,0,0,0,0
2367,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0
2368,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0
2369,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2370,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0
2371,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0
2372,7,4,4,0,1,0,0,0,0,0,1,0,0,0,0
2373,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2374,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2375,4,3,2,0,0,1,0,0,0,0,0,0,0,0,0
2376,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2377,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0
2378,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0
2379,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2380,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0
2381,4,2,2,0,1,0,0,0,0,0,1,0,0,0,0
2382,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2383,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
2384,3,2,2,0,0,0,0,1,0,0,0,0,0,0,1
2385,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0
2386,4,3,4,0,0,0,0,1,0,0,1,0,0,0,0
2387,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2388,5,5,3,0,0,1,0,0,0,0,0,0,0,0,0
2389,5,4,5,0,0,1,0,0,0,0,0,0,0,0,0
2390,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2391,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2392,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0
2393,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0
2394,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0
2395,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0
2396,5,3,3,0,0,0,0,0,1,0,0,0,0,0,0
2397,8,10,10,0,0,1,0,0,0,0,0,0,0,0,0
2398,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0
2399,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0
2400,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0
2402,6,4,4,0,0,0,0,1,0,0,0,0,0,0,0
2403,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0
2404,3,2,2,0,0,0,0,1,0,0,0,0,0,0,1
2405,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2406,3,3,3,1,0,1,0,0,0,0,0,1,0,0,0
2407,6,6,6,0,0,0,1,0,0,0,1,0,0,0,0
2408,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0
2409,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1
2410,2,3,4,0,0,1,0,0,0,0,0,0,0,0,0
2411,3,7,7,0,0,1,0,0,0,0,0,0,0,0,0
2412,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
2413,5,3,5,0,0,1,0,0,0,0,0,0,0,0,0
2414,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2415,3,4,4,1,0,0,1,0,0,0,0,0,0,0,0
2416,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0
2417,4,3,5,0,0,0,1,0,0,0,0,0,0,0,0
2418,9,3,6,0,0,0,1,0,0,0,0,0,0,0,0
2419,5,2,3,0,0,0,0,1,0,0,0,0,0,0,0
2420,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0
2421,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0
2422,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0
2423,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0
2424,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1
2425,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0
2426,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2427,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2428,4,2,4,0,1,0,0,0,0,0,1,0,0,0,0
2429,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2430,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2431,7,6,6,1,0,0,0,0,0,0,1,0,1,0,0
2432,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0
2433,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2434,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2435,5,3,3,0,0,0,1,0,0,0,0,0,0,0,0
2436,6,4,5,0,1,0,0,0,0,0,1,0,0,0,0
2437,5,4,7,0,1,1,0,0,0,0,0,0,0,0,0
2438,3,5,2,1,0,0,0,0,0,0,0,0,0,0,0
2439,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2440,5,2,4,0,0,1,0,0,0,0,1,0,0,0,0
2441,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2442,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2443,5,2,5,0,0,1,0,0,0,0,0,0,0,0,0
2444,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0
2445,4,0,5,0,0,0,0,1,0,0,0,0,0,0,0
2446,3,3,2,0,0,1,0,1,0,0,0,0,0,0,0
2447,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0
2448,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0
2449,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0
